Site Name,Country/Region,Receiver,Antenna,Radome,Satellite System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data Center,IERS DOMES,Clock,Agencies,Last Data
USN700USA,US,SEPT POLARX5TR,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS,38.92056611388888,-77.06627659722223,58.924,1112162.138,-4842854.667,3985497.066,ROBOT,"IGS, IGS Multi-GNSS",JPL,40451S009,EXTERNAL H-MASER,"U.S. Naval Observatory, Jet Propulsion Laboratory",1
USN800USA,US,SEPT POLARX5TR,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS+SBAS,38.92056611388888,-77.06627659722223,58.924,1112162.138,-4842854.667,3985497.066,ROBOT,"IGS, IGS Multi-GNSS",CDDIS,40451S009,EXTERNAL H-MASER,U.S. Naval Observatory,1
USN900USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS+SBAS,38.92056611388888,-77.06627659722223,58.924,1112162.138,-4842854.667,3985497.066,ROBOT,"IGS, IGS Multi-GNSS",CDDIS,40451S009,EXTERNAL H-MASER,U.S. Naval Observatory,195
USP100FJI,FJ,PANDA PD51A,HXCCGX601A,HXCS,GPS+GLO+GAL+BDS,-18.149086111111103,178.4463722222222,70.6,-6060627.2843,164379.897,-1974093.2186,ROBOT,"IGS, IGS Multi-GNSS, RTS",WHU,50801M004,INTERNAL,Beihang University,1
USUD00JPN,JP,SEPT POLARX5,AOAD/M_T,JPLA,GPS+GLO+GAL+BDS+QZSS,36.13311025,138.36204361111118,1508.6193,-3855263.0361,3427432.5571,3741020.2929,,"IGS20, IGS Multi-GNSS, IGS, RTS",JPL,21729S007,EXTERNAL CESIUM,Jet Propulsion Laboratory,1
UTQI00USA,US,JAVAD TR_G3TH,JAV_GRANT-G3T,NONE,GPS+GLO+GAL,71.32275555555557,-156.6150166666667,12.1,-1880399.9215,-813136.6979,6019921.5735,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,49508M002,INTERNAL,GeoForschungsZentrum,1
UZHL00UKR,UA,TRIMBLE BD970,TRM105000.10,NONE,GPS+GLO+GAL+BDS,48.63197777777778,22.29761666666667,232.0,3907587.665,1602428.534,4763783.686,ROBOT,"IGS08, IGS14, IGS, IGS Multi-GNSS",BKG,12301M001,INTERNAL,Main Astronomical Observatory of Ukraine,1
VACS00MUS,MU,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-20.29709108333333,57.49703663888889,420.4,3215946.33,5047448.47,-2198719.6,ROBOT,"IGS14, IGS14 Core, IGS20, IGS, IGS Multi-GNSS, RTS",JPL,39003M001,INTERNAL,Jet Propulsion Laboratory,1
VALD00CAN,CA,TPS NET-G5,TPSCR.G3,NONE,GPS+GLO,48.09705833333334,-77.56416666666665,312.8,919075.83,-4167766.23,4724323.53,ROBOT,"IGS20, IGS, RTS",CDDIS,40156M001,INTERNAL,Natural Resources Canada,1
VILL00ESP,ES,SEPT POLARX5,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,40.443591666666656,-3.9519805555555547,647.4,4849833.874,-335049.255,4116014.809,ROBOT,"IGS08, IGS Multi-GNSS, IGS, RTS",CDDIS,13406M001,EXTERNAL CESIUM,ESA/ESOC,1
VIS000SWE,SE,SEPT POLARX5,JAVRINGANT_DM,OSOD,GPS+GLO+GAL+BDS+SBAS,57.65386666666667,18.36731111111111,79.8,3246470.561,1077900.313,5365277.902,,"IGS20, IGS Multi-GNSS, IGS, RTS",BKG,10423M001,INTERNAL,Lantmateriet the Swedish mapping authority,1
VNDP00USA,US,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+SBAS,34.5563111111111,-120.61644999999999,-11.5,-2678090.1164,-4525437.3954,3597431.7369,ROBOT,"IGS08, IGS14 Core, IGS14, IGS20, IGS Multi-GNSS, IGS, RTS",CDDIS,40420M007,INTERNAL,EarthScope Consortium,1
VOIM00MDG,MG,JAVAD TR_2S,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-21.906299999999998,46.79327222222223,1163.3,4054014.146,4316070.229,-2365224.017,ROBOT,"IGS20, IGS Multi-GNSS, IGS",CDDIS,33303M001,INTERNAL,GeoForschungsZentrum,1
WAB200CHE,CH,SEPT POLARX5TR,SEPCHOKE_B3E6,SPKE,GPS+GAL,46.92374722222222,7.46425,611.0,4327318.0,566956.0,4636426.0,ROBOT,IGS,BKG,14014M002,EXTERNAL UTC(CH) Master Clock,Swiss Federal Office of Metrology and Accreditatio,1
WARK00NZL,NZ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-36.434405438781276,174.66278032850187,111.30497226923292,-5115333.6,477886.9,-3767147.0,ROBOT,"IGS Multi-GNSS, IGS, RTS",CDDIS,50243M001,EXTERNAL H-MASER,GNS Science,1
WARN00DEU,DE,JAVAD TRE_3S DELTA,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,54.16978888888888,12.101427777777776,50.7,3658785.6,784471.1,5147870.7,ROBOT,"IGS20, IGS, RTS, IGS Multi-GNSS",BKG,14277M002,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1
WDC500USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS,38.920563888888886,-77.06631944444445,59.0,1112158.5681,-4842855.6117,3985496.9874,ROBOT,IGS,CDDIS,40451S010,EXTERNAL H-MASER,National Geospatial-Intelligence Agency,2
WDC600USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS,38.920563888888886,-77.06631944444445,59.0,1112158.5681,-4842855.6117,3985496.9874,ROBOT,IGS,CDDIS,40451S010,EXTERNAL H-MASER,National Geospatial-Intelligence Agency,2
WES200USA,US,TRIMBLE ALLOY,TWIVC6150,SCIS,GPS+GLO+GAL,42.61333611111111,-71.4933277777778,85.0,1492233.247,-4458089.489,4296046.035,ROBOT,"IGS08, IGS14, IGS",https://geodesy.noaa.gov/corsdata/,40440S020,EXTERNAL H-MASER,National Geodetic Survey,1
WGTN00NZL,NZ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-41.32344810132043,174.805887177881,26.046363676149998,-4777270.0,434270.7,-4189483.8,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,50208M003,INTERNAL,GNS Science,1
WHC100USA,US,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL+SBAS,33.97988611111113,-118.03116944444443,94.25,-2488199.3244,-4673487.1517,3544649.2637,ROBOT,"RTS, IGS",CDDIS,40461M001,INTERNAL,USGS,2
WHIT00CAN,CA,SEPT POLARX5,AOAD/M_T,NONE,GPS+GLO+GAL,60.75051281245557,-135.22211157600918,1427.3656784975976,-2218337.85,-2201205.06,5543057.57,ROBOT,"IGS08, IGS08 Core, IGS14 Core, IGS14, IGS20, IGS Multi-GNSS, IGS, RTS",CDDIS,40136M001,INTERNAL,Natural Resources Canada,1
WIDC00USA,US,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+SBAS,33.93475833333333,-116.39178055555553,445.04,-2354850.17,-4745524.01,3540693.1,ROBOT,"RTS, IGS",CDDIS,49917M001,INTERNAL,USGS,18
WILL00CAN,CA,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,52.23690000000002,-122.16780000000001,1096.0,-2084258.016,-3313872.98,5019853.081,ROBOT,"IGS08, IGS14 Core, IGS14, IGS20, IGS Multi-GNSS, IGS",PGC,40134M001,INTERNAL,Geological Survey of Canada,1
WIND00NAM,NA,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-22.57491944444444,17.08943055555556,1734.7,5633708.7802,1732017.696,-2433985.8026,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS Multi-GNSS, IGS, RTS",CDDIS,31101M001,INTERNAL,GeoForschungsZentrum,1
WLSN00USA,US,SEPT POLARX5,TWIVC6050,NONE,GPS+GLO+GAL+SBAS,34.22612222222222,-118.05591388888888,1705.26,-2483640.9494,-4660072.8425,3568172.1952,ROBOT,"IGS, RTS",CDDIS,40400M101,INTERNAL,USGS,2
WROC00POL,PL,LEICA GR30,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,51.11326388888888,17.06202777777777,180.3,3835751.0,1177249.0,4941605.0,ROBOT,"IGS Multi-GNSS, IGS, RTS",BKG,12217M001,INTERNAL,Wroclaw University of Environmental and Life Scien,1
WSRT00NLD,NL,SEPT POLARX5,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,52.91460000000002,6.604499999999998,86.0,3828739.0,443305.0,5064887.0,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",DUT,13506M005,EXTERNAL H-MASER,Delft University of Technology,1
WTZ300DEU,DE,JAVAD TRE_G3TH DELTA,LEIAR25.R3,LEIT,GPS+GLO+GAL+SBAS,49.144777777777776,12.878638888888888,663.4,4075535.3,931822.185,4801608.915,ROBOT,"IGS Multi-GNSS, IGS, RTS",BKG,14201M015,EXTERNAL H-MASER,DLR German Space Operations Center,1
WTZA00DEU,DE,SEPT MOSAIC-X5,ASH700936C_M,SNOW,GPS+GLO+GAL+BDS+SBAS,49.14422777777778,12.878908333333333,665.9,4075578.1,931853.1,4801570.2,ROBOT,"IGS Multi-GNSS, IGS",BKG,14201M013,EXTERNAL CESIUM,Bundesamt fuer Kartographie und Geodaesie,1
WTZR00DEU,DE,LEICA GR50,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+IRNSS+SBAS,49.144197222222225,12.878908333333333,666.0,4075580.685,931853.66,4801568.054,ROBOT,"IGS08, IGS14, IGS20, IGS Multi-GNSS, IGS, RTS",BKG,14201M010,EXTERNAL H-MASER EFOS 18,Bundesamt fuer Kartographie und Geodaesie,1
WTZZ00DEU,DE,JAVAD TRE_3 DELTA,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+IRNSS+SBAS,49.144213888888885,12.878908333333333,665.8,4075579.1,931853.4,4801569.2,ROBOT,"IGS Multi-GNSS, IGS, RTS",BKG,14201M014,EXTERNAL H-MASER EFOS 18,Bundesamt fuer Kartographie und Geodaesie,1
WUH200CHN,CN,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,30.531679682807905,114.35726601078534,28.166302875496715,-2267749.9595,5009154.563,3221294.4437,ROBOT,"IGS Multi-GNSS, RTS, IGS",CDDIS,21602M007,INTERNAL,GeoForschungsZentrum,17
WUHN00CHN,CN,TRIMBLE NETR9,TRM59800.00C,ENCL,GPS+GLO+BDS,30.531652777777783,114.35726111111107,28.2,-2267750.266,5009156.142,3221291.898,,"IGS08, IGS14, IGS20, IGS14 Core, IGS Multi-GNSS, IGS",ftp://geodesy.noaa.gov/cors,21602M001,EXTERNAL RUBIDIUM CLOCK STEERED BY GPS,Wuhan University,1
WUTH00NOR,NO,SEPT POLARX5S,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+SBAS,77.00251111111113,15.538605555555558,52.2,1386490.169,385514.005,6192887.206,ROBOT,"IGS, IGS Multi-GNSS, RTS",BEV,81301M001,INTERNAL,Warsaw University of Technology,1
XMIS00AUS,AU,TRIMBLE ALLOY,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS,-10.449958333333335,105.6885055555556,261.5,-1696344.7606,6039590.007,-1149275.0793,ROBOT,"IGS14 Core, IGS14, IGS20, IGS Multi-GNSS, IGS, RTS",GA,50183M001,INTERNAL,Geoscience Australia,1
YAKT00RUS,RU,JAVAD TRE_3N DELTA,ASH701933B_M,SCIS,GPS+GLO,62.0309611111111,129.68030000000002,103.37,-1914998.836,2308241.52,5610225.578,,"IGS14 Core, IGS14, IGS20, IGS",CDDIS,12353M002,EXTERNAL CESIUM,RDAAC,
YAR200AUS,AU,TRIMBLE ALLOY,AOAD/M_T,NONE,GPS+GLO+GAL+BDS+QZSS,-29.046547222222223,115.34698333333333,241.3,-2389026.6092,5043317.0543,-3078529.5526,ROBOT,"IGS14 Core, IGS14, IGS20, IGS Multi-GNSS, IGS, RTS",GA,50107M004,INTERNAL,Geoscience Australia,1
YAR300AUS,AU,SEPT POLARX5,LEIAR25,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-29.04648888888889,115.34715833333333,242.4,-2389043.7652,5043313.5826,-3078524.3872,ROBOT,"IGS, RTS, IGS Multi-GNSS",GA,50107M008,INTERNAL,Geoscience Australia,1
YARR00AUS,AU,SEPT POLARX5,LEIAT504,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-29.046580555555558,115.34698055555555,241.3,-2389025.573,5043315.5356,-3078532.971,ROBOT,"IGS08, IGS, IGS Multi-GNSS, RTS",GA,50107M006,INTERNAL,Geoscience Australia,1
YEBE00ESP,ES,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS,40.52489722222223,-3.0886305555555555,972.8,4848724.95,-261632.509,4123093.952,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS Multi-GNSS, IGS, RTS",BKG,13420M001,EXTERNAL H-MASER,Instituto Geografico Nacional,1
YEL200CAN,CA,SEPT POLARX5TR,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+SBAS,62.48132113888889,-114.48084642500002,181.008,-1224441.9824,-2689174.6494,5633660.3762,ROBOT,"IGS Multi-GNSS, IGS, RTS",IGN,40127M006,INTERNAL,"Centre National d'Etudes Spatiales, Natural Resources Canada",1
YELL00CAN,CA,SEPT POLARX5,AOAD/M_T,NONE,GPS+GLO+GAL,62.480900000000005,-114.4807,181.0,-1224452.4,-2689216.0,5633638.2,ROBOT,"IGS08, IGS14 Core, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,40127M003,INTERNAL,Natural Resources Canada,1
YIBL00OMN,OM,TRIMBLE R750,TRM115000.10,NONE,GPS+GLO,22.186458333333338,56.112333333333346,95.1,3294552.811,4905092.434,2393579.637,ROBOT,"IGS08, IGS14 Core, IGS08 Core, IGS14, IGS20, IGS",CDDIS,25001M001,INTERNAL,Petrolium Development Oman,10
YKRO00CIV,CI,JAVAD TRE_3 DELTA,ASH701945C_M,NONE,GPS+GLO+GAL+BDS,6.870560277777779,-5.240092972222223,270.0,6306439.897,-578380.783,757956.481,ROBOT,"IGS Multi-GNSS, IGS",JPL,32601M001,INTERNAL,Jet Propulsion Laboratory,1
YONS00KOR,KR,TRIMBLE ALLOY,TRM159900.00,SCIS,GPS+GLO+GAL,37.541122222222214,127.00134444444448,96.849,-3047506.741,4043980.58,3865243.01,ROBOT,IGS,CDDIS,23906M001,INTERNAL,Seoul Metropolitan Government,29
YSSK00RUS,RU,JAVAD TRE_3N DELTA,ASH701933B_M,DOME,GPS+GLO,47.029736111111106,142.7167194444444,91.2887,-3465320.847,2638269.382,4644085.485,,"IGS14, IGS20, IGS",CDDIS,12329M003,INTERNAL,RDAAC,
ZAMB00ZMB,ZM,JAVAD TRE_3 DELTA,AOAD/M_T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-15.425540805555558,28.311012361111107,1324.9144,5415353.011,2917209.914,-1685888.865,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",JPL,34601M001,INTERNAL,Jet Propulsion Laboratory,1
ZECK00RUS,RU,JAVAD TRE_3 DELTA,JAVRINGANT_DM,JVDM,GPS+GLO+GAL,43.78839166666668,41.56506666666665,1167.0,3451175.15,3060335.95,4391955.97,ROBOT,"IGS08, IGS14, IGS20, IGS Multi-GNSS, IGS",BKG,12351M001,EXTERNAL H-MASER VCH-1003M,Institute of Applied Astronomy RAS,1
ZIM200CHE,CH,LEICA GR50,TRM59800.00,NONE,GPS+GLO+GAL+BDS+SBAS,46.877091666666665,7.465027777777778,956.5,4331300.16,567537.081,4633133.51,ROBOT,"IGS14, IGS20, IGS Multi-GNSS, IGS, RTS",BKG,14001M008,INTERNAL,Swiss Federal Office of Topography,1
ZIM300CHE,CH,TRIMBLE NETR9,TRM59800.00,NONE,GPS+GLO+GAL+BDS+SBAS,46.877091666666665,7.465027777777778,956.5,4331300.16,567537.081,4633133.51,ROBOT,"IGS Multi-GNSS, IGS",BKG,14001M008,INTERNAL,Swiss Federal Office of Topography,1
ZIMM00CHE,CH,LEICA GR50,TRM29659.00,NONE,GPS,46.877094444444445,7.4652722222222225,956.4,4331297.348,567555.639,4633133.728,ROBOT,"IGS08, IGS14, IGS20, IGS",BKG,14001M004,INTERNAL,Swiss Federal Office of Topography,1
