Site Name,Country/Region,Receiver,Antenna,Radome,Satellite System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data Center,IERS DOMES,Clock,Agencies,Last Data
KZN200RUS,RU,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,55.79078333333331,49.11924444444445,94.6,2352345.7,2717466.1,5251458.5,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",BKG,12374M001,INTERNAL,Kazan Federal University,1
LAE100PNG,PG,ASHTECH UZ-12,ASH700936A_M,NONE,GPS,-6.6737,146.99319999999994,140.35,-5312857.053,3451108.016,-736322.743,COPIED,"IGS08, IGS08 Core, IGS20, IGS",CDDIS,51002M001,INTERNAL,Department of Surveying and Land Studies,17
LAMA00POL,PL,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS+SBAS,53.89240000000001,20.669933333333333,186.7,3524523.0,1329693.0,5129846.0,ROBOT,"IGS, IGS Multi-GNSS, RTS",BEV,12209M001,INTERNAL,University of Warmia and Mazury in Olsztyn,2
LAUT00FJI,FJ,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS,-17.608808333333336,177.44658333333334,89.7,-6075194.739,270923.676,-1917188.88,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",GA,50804M002,INTERNAL,Geoscience Australia,1
LBCH00USA,US,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL+BDS+QZSS+SBAS,33.78776944444443,-118.20334444444447,-27.58,-2507798.7984,-4676369.6918,3526890.8008,ROBOT,"IGS, RTS, IGS Multi-GNSS",CDDIS,40482M001,INTERNAL,USGS,1
LCK400IND,IN,TRIMBLE ALLOY,JAVGRANT_G5TLBI,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,26.91214166666667,80.95561666666669,64.2,894678.4718,5620595.0084,2869567.4303,ROBOT,"IGS20, IGS Multi-GNSS, IGS","CDDIS,KASI",22305M005,EXTERNAL Passive Hydrogen Maser,ISTRAC,1
LEIJ00DEU,DE,JAVAD TRE_3 DELTA,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,51.353983333333346,12.37410277777778,178.4,3898736.2,855345.5,4958372.6,ROBOT,"IGS, RTS, IGS Multi-GNSS",BKG,14267M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1
LHAZ00CHN,CN,LEICA GR25,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,29.65733137715721,91.10403114076405,3624.7082995299593,-106942.0,5549270.0,3139215.0,ROBOT,"IGS08, IGS08 Core, IGS20, IGS, IGS14, RTS, IGS Multi-GNSS",BKG,21613M002,INTERNAL,"Bundesamt fuer Kartographie und Geodaesie, GeoForschungsZentrum",910
LICC00GBR,GB,CHC P5E,CHCC220GR2,CHCD,GPS+GLO+GAL+BDS+SBAS,51.49978888888889,-0.17483888888888888,88.7,3978703.569,-12141.038,4968417.218,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,15201M001,INTERNAL,Imperial College London,1
LMMF00MTQ,MQ,TRIMBLE ALLOY,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,14.594816666666667,-60.99616944444445,-27.0,2993387.952,-5399363.731,1596748.042,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",IGN,97205M001,INTERNAL,Institut National de l'Information Geographique et,1
LPAL00ESP,ES,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS,28.763869444444445,-17.893830555555557,2199.2,5326646.35,-1719826.433,3052043.532,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, RTS, IGS Multi-GNSS",BKG,81701M001,INTERNAL,Instituto Geografico Nacional,1
LPGS00ARG,AR,JAVAD TRE_3,JAV_RINGANT_G3T,NONE,GPS+GLO+GAL+BDS,-34.90674444444445,-57.93230000000001,29.9,2780102.9896,-4437418.9149,-3629404.5253,CHAMBER,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,41510M001,INTERNAL,GeoForschungsZentrum,1
LROC00FRA,FR,LEICA GR25,ASH701945B_M,NONE,GPS+GLO+GAL+SBAS,46.15893957784295,-1.2193201855659481,57.89379126420102,4424632.8,-94175.5,4577543.9,COPIED,"IGS14, IGS08, IGS20, IGS, IGS Multi-GNSS",IGN,10023M001,INTERNAL,Universite de la Rochelle,1
M0SE00ITA,IT,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,41.89311388888889,12.493258333333333,120.6,4642432.5,1028629.4,4236854.2,ROBOT,"IGS20, RTS, IGS Multi-GNSS, IGS",BKG,12772M001,EXTERNAL RUBIDIUM,University of Rome La Sapienza,1
MAC100AUS,AU,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS,-54.49952777777778,158.93583055555555,-6.8,-3464038.831,1334173.214,-5169223.926,ROBOT,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",GA,50135M001,INTERNAL,Geoscience Australia,1
MAD200ESP,ES,ASHTECH Z-XII3T,AOAD/M_T,NONE,GPS,40.42916111111111,-4.249658333333333,829.5,4849202.3989,-360328.9943,4114913.1884,ROBOT,IGS,JPL,13407S012,EXTERNAL H-MASER,Jet Propulsion Laboratory,33
MADR00ESP,ES,JAVAD TRE_G3TH DELTA,AOAD/M_T,NONE,GPS+GLO+GAL,40.42916111111111,-4.249658333333333,829.5,4849202.394,-360328.9929,4114913.1862,ROBOT,"IGS, RTS, IGS Multi-GNSS",JPL,13407S012,EXTERNAL H-MASER,Jet Propulsion Laboratory,1
MAG000RUS,RU,ASHTECH Z-XII3,ASH700936D_M,JPLA,GPS,59.57580000000001,150.76999999999998,361.9266,-2825810.152,1581233.0113,5477005.6213,,IGS,,12354M001,INTERNAL,RDAAC,
MAJU00MHL,MH,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,7.119153288044373,171.36450985655438,33.69222394012287,-6257572.034,950333.884,785215.779,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",GA,51501M001,INTERNAL,Geoscience Australia,1
MAL200KEN,KE,SEPT POLARX5,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-2.9960554063038907,40.19414277283644,-20.906935812536137,4865385.694,4110717.189,-331137.637,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,33201M003,INTERNAL,ESA/ESOC,1
MALL00ESP,ES,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS,39.552625,2.6245500000000006,62.0,4919369.645,225499.596,4039849.56,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,13444M001,INTERNAL,Instituto Geografico Nacional,1
MANA00NIC,NI,SEPT POLARX5,TRM59800.99,SCIS,GPS+GLO+GAL+BDS+SBAS,12.148938888888884,-86.24899444444446,71.0,407981.838,-6222925.713,1333528.967,ROBOT,"IGS08, IGS, IGS Multi-GNSS, RTS",CDDIS,41201S001,INTERNAL,Instituto Nicaraguense de Estudios Territoriales,117
MAR600SWE,SE,SEPT POLARX5,JAVRINGANT_DM,OSOD,GPS+GLO+GAL+BDS+IRNSS+SBAS,60.59514166666666,17.258522222222215,75.4,2998189.713,931451.589,5533398.473,,"IGS14, IGS08, IGS20, IGS, IGS Multi-GNSS, RTS",BKG,10405M002,INTERNAL,Lantmateriet the Swedish mapping authority,1
MAR700SWE,SE,TRIMBLE ALLOY,TPSCR.G5,TPSH,GPS+GLO+GAL+BDS+SBAS,60.59505277777776,17.258438888888897,74.3,2998198.758,931449.71,5533392.638,ROBOT,"IGS Multi-GNSS, IGS, RTS",BKG,10405M003,INTERNAL,Lantmateriet the Swedish mapping authority,1
MARS00FRA,FR,LEICA GR50,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,43.278767040002904,5.353783185244595,61.805719094929195,4630533.0,433946.0,4350142.5,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,10073M008,INTERNAL,Institut National de l'Information Geographique et,1
MAS100ESP,ES,SEPT POLARX5,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,27.7637388888889,-15.633277777777774,197.2,5439192.263,-1522055.61,2953454.72,ROBOT,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,31303M002,EXTERNAL CESIUM,ESA/ESOC,1
MAT100ITA,IT,LEICA GR30,LEIAR20,NONE,GPS+GLO+GAL+BDS+SBAS,40.6490611111111,16.70454444444444,534.5,4641951.507,1393053.602,4133280.821,ROBOT,"IGS14, IGS08, IGS14 Core, IGS, IGS Multi-GNSS",CDDIS,12734M009,INTERNAL,Agenzia Spaziale Italiana,1
MATE00ITA,IT,LEICA GR30,LEIAR20,NONE,GPS+GLO+GAL+BDS+SBAS,40.649130555555544,16.70445833333333,535.6,4641949.709,1393045.298,4133287.333,ROBOT,"IGS14, IGS08, IGS20, IGS14 Core, IGS, RTS, IGS Multi-GNSS",ASI,12734M008,EXTERNAL H-MASER,Agenzia Spaziale Italiana,1
MATG00ITA,IT,LEICA GR10,LEIAR25,NONE,GPS+GLO+GAL,40.649027777777775,16.704652777777778,537.0,4641953.035,1393063.547,4133279.589,ROBOT,"IGS, IGS Multi-GNSS, RTS",ASI,12734M010,INTERNAL,Agenzia Spaziale Italiana,1
MAUI00USA,US,TRIMBLE NETR9,ASH700936D_M,SNOW,GPS,20.706699999999994,-156.25699999999995,3062.0,-5466069.0,-2404328.0,2242127.0,ROBOT,"IGS14, IGS08, IGS20, IGS14 Core, IGS",SIO,40445S008,INTERNAL,Pacific GPS Facility,1
MAW100ATA,AQ,SEPT POLARX5,AOAD/M_T,AUST,GPS+GLO+GAL+BDS+QZSS+IRNSS,-67.60476666666666,62.870713888888886,59.1,1111287.2298,2168911.1888,-5874493.6251,,"IGS14, IGS08, IGS20, IGS14 Core, IGS, RTS, IGS Multi-GNSS",GA,66004M001,INTERNAL,Geoscience Australia,1
MBAR00UGA,UG,JAVAD TRE_3 DELTA,ASH701945B_M,SCIS,GPS+GLO+GAL+BDS+IRNSS,-0.6014690555555555,30.73787619444445,1337.6533,5482951.3876,3260442.6429,-66519.8489,COPIED,"IGS14, IGS08, IGS08 Core, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",JPL,33901M001,INTERNAL,Jet Propulsion Laboratory,1
MCHL00AUS,AU,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS,-26.358902777777775,148.14496111111114,534.6,-4857858.9306,3018464.3696,-2814983.2242,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",GA,59905M001,INTERNAL,Geoscience Australia,1
MCIL00JPN,JP,TRIMBLE ALLOY,TRM59800.80,SCIS,GPS+GLO+GAL+QZSS,24.290094444444442,153.9786611111111,35.66,-5227188.142,2551880.364,2607617.909,COPIED,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS",CDDIS,21789S001,EXTERNAL RUBIDIUM,Geospatial Information Authority of Japan,1
MCM400ATA,AQ,SEPT POLARX5,AOAD/M_T,JPLA,GPS+GLO+GAL+BDS+QZSS,-77.83834947222223,166.66932930555558,98.0222,-1311703.172,310814.982,-6213255.16,,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS",JPL,66001M003,INTERNAL,Jet Propulsion Laboratory,1
MDO100USA,US,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS,30.68051111111112,-104.01499444444444,2004.5,-1329998.797,-5328393.357,3236504.141,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",JPL,40442M012,INTERNAL,Jet Propulsion Laboratory,1
MDVJ00RUS,RU,JAVAD TRE_G3TH SIGMA,JPSREGANT_DD_E1,NONE,GPS+GLO+GAL,56.021491666666655,37.21450277777779,257.4,2845456.3,2160954.3,5265993.4,ROBOT,"IGS08, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS",BKG,12309M005,EXTERNAL H-MASER,Institute of Metrology for Time and Space,118
MEDI00ITA,IT,LEICA GR10,LEIAR20,LEIM,GPS+GLO+GAL,44.51995555555557,11.646813888888888,50.0,4461400.894,919593.443,4449504.669,ROBOT,"IGS08, IGS14, IGS20, IGS, IGS Multi-GNSS",ASI,12711M003,EXTERNAL H-MASER,Agenzia Spaziale Italiana,1
MELI00ESP,ES,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS,35.281219444444446,-2.9516416666666663,93.5,5205630.0,-268410.0,3663434.0,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",BKG,19379M001,INTERNAL,Instituto Geografico Nacional,1
MERS00TUR,TR,LEICA GR50,LEIAR10,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,36.566388888888895,34.25585277777778,38.5,4239149.446,2886967.945,3778877.023,ROBOT,"IGS, IGS Multi-GNSS",IGN,20814M001,INTERNAL,General Command of Mapping Turkey,1
MET300FIN,FI,JAVAD TRE_3 DELTA,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+SBAS,60.217455555555546,24.3945,79.2,2892583.975,1311799.563,5512619.854,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",BKG,10503M010,INTERNAL,Finnish Geodetic Institute,1
METG00FIN,FI,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+IRNSS+SBAS,60.24196666666666,24.384175,59.7,2890652.524,1310295.517,5513958.853,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,10503M002,INTERNAL,"Centre National d'Etudes Spatiales, Finnish Geodetic Institute",1
MFKG00ZAF,ZA,TRIMBLE ALLOY,ASH701941.B,SCIS,GPS+GLO,-25.80501388888889,25.539969444444445,1310.9,5185375.39,2477739.181,-2760201.1271,ROBOT,IGS,ftp://igs.ign.fr/,30321M001,INTERNAL,National Geospatial Information,2
MGUE00ARG,AR,SEPT POLARX5TR,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+SBAS,-35.77735000000001,-69.39792777777778,1554.15,1823327.909,-4850352.447,-3709085.536,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,41558M001,EXTERNAL H-MASER,ESA/ESOC,1
MIKL00UKR,UA,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS,46.972788888888886,31.97282777777778,94.7,3698554.628,2308675.267,4639770.434,ROBOT,"IGS20, IGS, IGS Multi-GNSS",BKG,12335M001,INTERNAL,Main Astronomical Observatory of Ukraine,2
MIZU00JPN,JP,SEPT POLARX5,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,39.13516944444444,141.13282777777778,117.0,-3857167.6484,3108694.9138,4004041.6876,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",CDDIS,21702M002,INTERNAL,GeoForschungsZentrum,1
MKEA00USA,US,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,19.801356611111114,-155.45634533333336,3754.7,-5464105.317,-2495165.842,2148291.476,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",JPL,40477M001,EXTERNAL H-MASER,Jet Propulsion Laboratory,1
MOBJ00RUS,RU,JPS LEGACY,JPSREGANT_SD_E1,NONE,GPS+GLO,55.11488195555557,36.56971290277778,182.6079,2936424.674,2178374.012,5208858.3846,ROBOT,IGS,RDAAC,12365M002,INTERNAL,RDAAC,
MOBK00RUS,RU,JPS EGGDT,JPSREGANT_SD_E1,NONE,GPS+GLO,55.11488195555557,36.56971290277778,182.6079,2936424.674,2178374.012,5208858.3846,ROBOT,IGS,JPL,12365M002,INTERNAL,Jet Propulsion Laboratory,
MOBN00RUS,RU,ASHTECH UZ-12,ASH701945C_M,SCIS,GPS,55.11488055555554,36.56951944444446,182.634,2936432.14,2178364.5,5208858.18,ROBOT,IGS,JPL,12365M001,INTERNAL,RDAAC,
MOBS00AUS,AU,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-37.82940277777778,144.97534166666668,40.6,-4130636.7479,2894953.1402,-3890530.2316,ROBOT,"IGS08, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",GA,50182M001,INTERNAL,Geoscience Australia,1
MOIU00KEN,KE,JAVAD TRE_3 DELTA,ASH701945E_M,NONE,GPS+GLO+GAL+BDS,0.2883203888888889,35.29001022222223,2201.5321,5207811.3703,3685972.9487,31891.7647,ROBOT,"IGS, IGS Multi-GNSS",JPL,33204M001,INTERNAL,Jet Propulsion Laboratory,
MONP00USA,US,TPS NET-G3A,ASH701945B_M,SCIS,GPS,32.89193888888889,-116.42235833333334,1842.5413,-2386247.7258,-4802358.8611,3444902.5182,COPIED,"IGS08, IGS14, IGS20, IGS14 Core, IGS",Scripps Orbit and Permanent Array Center,40497M004,INTERNAL,Scripps Orbit and Permanent Array Center,2
MORP00GBR,GB,TRIMBLE NETR8,AOAD/M_T,NONE,GPS,55.21278888888891,-1.6854972222222222,144.5,3645667.9,-107277.3,5215053.5,ROBOT,"IGS08, IGS",BKG,13299S001,INTERNAL,Newcastle University,1
MQZG00NZL,NZ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-43.7027294890818,172.6546925798906,154.66056968031646,-4580569.9,590466.5,-4384379.6,ROBOT,"IGS08, IGS14, IGS08 Core, IGS20, IGS14 Core, IGS, RTS, IGS Multi-GNSS",CDDIS,50214M001,INTERNAL,GNS Science,1
MRC100USA,US,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,38.49909965032996,-77.37064955934204,27.2002519662715,1092811.8197,-4877221.9707,3948968.109,ROBOT,"IGS, IGS Multi-GNSS",CDDIS,49654M002,EXTERNAL H-MASER,U.S. Naval Research Laboratory,1
MRL100NZL,NZ,NOV OEM6,TPSCR.G5,TPSH,GPS,-41.57618333333334,173.74075555555555,147.2,-4749991.7288,520984.3839,-4210603.3336,ROBOT,IGS,CDDIS,50254S001,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
MRL200NZL,NZ,NOV OEM6,TPSCR.G5,TPSH,GPS,-41.57618333333334,173.74075555555555,147.2,-4749991.7288,520984.3839,-4210603.3336,ROBOT,IGS,CDDIS,50254S001,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
MRO100AUS,AU,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS,-26.696633333333338,116.63749444444443,354.1,-2556630.049,5097138.2888,-2848384.7854,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",GA,59913M001,INTERNAL,Geoscience Australia,1
MSGR00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS+SBAS,-20.445366666666665,-54.72340555555556,532.6,3453185.8,-4881336.1,-2214148.6,ROBOT,"IGS, IGS Multi-GNSS, RTS",https://www.ibge.gov.br/,41649M002,INTERNAL,Instituto Brasileiro de Geografia e Estatística,1
MSSA00JPN,JP,TRIMBLE NETR9,TRM59900.00,SCIS,GPS+GLO+GAL+BDS+QZSS,36.14035277777777,138.35230833333335,1626.576,-3854396.7261,3427835.9923,3741739.5228,ROBOT,"IGS, IGS Multi-GNSS, RTS",JAXA,21796M001,EXTERNAL H-MASER,Japan Aerospace Exploration Agency,1
MTKA00JPN,JP,TRIMBLE NETR9,ASH701073.1,SNOW,GPS+GLO,35.67951388888889,139.56138611111115,109.0,-3947762.7496,3364399.8789,3699428.5111,ROBOT,"IGS08, IGS",CDDIS,21741S002,INTERNAL,Electronic Navigation Research Institute,1
MTV100URY,UY,NOV OEM6,TPSCR.G5,TPSH,GPS,-34.91358888888889,-56.17630277777778,40.7,2914537.0335,-4349790.4159,-3630033.2932,ROBOT,IGS,CDDIS,42323S001,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
MTV200URY,UY,NOV OEM6,TPSCR.G5,TPSH,GPS,-34.91358888888889,-56.17630277777778,40.7,2914537.0335,-4349790.4159,-3630033.2932,ROBOT,IGS,CDDIS,42323S001,EXTERNAL CESIUM,National Geospatial-Intelligence Agency,2
NABG00NOR,NO,TRIMBLE NETR9,TRM59900.00,SCIS,GPS+GLO+GAL+BDS,78.94309444444444,11.857313888888891,42.9,1201009.37,252158.016,6238022.126,ROBOT,"IGS, IGS Multi-GNSS, RTS",BKG,10338M008,EXTERNAL H-MASER,Norwegian Mapping Authority,1
NAIN00CAN,CA,SEPT POLARX5S,TWIVC6150,NONE,GPS+GLO+GAL+BDS,56.53696388888888,-61.688716666666664,33.48,1671837.36,-3103474.6,5297671.08,ROBOT,"IGS08, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,40164M001,INTERNAL,"NRCan, Geodetic Survey Division",1
NANO00CAN,CA,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,49.29480000000001,-124.08649999999997,6.0,-2335726.73,-3451608.329,4812009.971,ROBOT,"IGS08, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS",PGC,40138M001,INTERNAL CLOCK STEERING,Geological Survey of Canada,1
NAUR00NRU,NR,SEPT POLARX5,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS,-0.5518388888888889,166.92555,46.3,-6212555.0479,1442786.7513,-61018.7991,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",GA,50701M001,INTERNAL,Geoscience Australia,1
NAUS00BRA,BR,SEPT POLARX5S,TWIVC6050,SCIS,GPS+GLO+GAL+BDS+SBAS,-3.0229194444444443,-60.0550138888889,93.8,3179409.3,-5519130.6,-334110.1,ROBOT,"IGS, RTS, IGS Multi-GNSS",https://www.ibge.gov.br/,41614M002,INTERNAL,Instituto Brasileiro de Geografia e Estatística,1
NB0100SAU,SA,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS,31.02510277777778,40.90989722222222,579.4,4134696.1,3582836.4,3268577.4,ROBOT,"IGS, IGS Multi-GNSS",,20106M003,,General Authority for Survey and Geospatial Information,19
NCKU00TWN,TW,TRIMBLE NETR9,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,22.996658333333333,120.22258333333335,98.217,-2956913.107,5075881.93,2476417.112,ROBOT,"IGS, IGS Multi-GNSS",JAXA,23606M001,INTERNAL,Japan Aerospace Exploration Agency,1
NICO00CYP,CY,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,35.14098888888889,33.39645,190.1,4359415.4,2874117.3,3650778.1,ROBOT,"IGS08, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",BKG,14302M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,1
NIST00USA,US,SEPT POLARX5TR,NOV750.R4,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,39.99506666666666,-105.26260555555552,1648.353,-1288398.567,-4721696.932,4078625.35,ROBOT,"IGS14, IGS20, IGS, IGS Multi-GNSS",JPL,49507M002,EXTERNAL H-MASER,National Institute of Standards and Technology,1
NIUM00NIU,NU,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS,-19.076566666666665,-169.92706666666666,90.1,-5937159.6673,-1054675.7248,-2071390.5806,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",GA,50210M001,INTERNAL,Geoscience Australia,1
NKAY00LAO,LA,CHC P5E,CHCC220GR2,CHCD,GPS+GLO+GAL+BDS,17.719130555555548,105.15316388888886,521.6,-1588774.773,5866612.117,1928955.014,ROBOT,"IGS, IGS Multi-GNSS",IGN,24108M001,,Institut National de l'Information Geographique et,1
NKLG00GAB,GA,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+IRNSS+SBAS,0.35389866709598033,9.672126268808398,31.48961260340583,6287385.7333,1071574.6758,39132.0395,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",IGN,32809M002,INTERNAL,Centre National d'Etudes Spatiales,1
NLIB00USA,US,SEPT POLARX5TR,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS,41.771591666666666,-91.57489166666667,207.0648,-130934.4493,-4762291.7386,4226854.6638,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS, IGS Multi-GNSS, RTS",JPL,40465M001,EXTERNAL H-MASER,Jet Propulsion Laboratory,1
NNOR00AUS,AU,SEPT POLARX5TR,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-31.048738888888895,116.19271388888889,234.984,-2414151.326,4907778.436,-3270645.333,ROBOT,"IGS08, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS, RTS",CDDIS,50181M001,EXTERNAL SLAVED CRYSTAL,ESA/ESOC,1
NOT100ITA,IT,LEICA GR30,LEIAR20,LEIM,GPS+GLO+GAL+BDS+SBAS,36.8758611111111,14.989788888888887,127.9,4934546.312,1321265.287,3806458.459,ROBOT,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS, IGS Multi-GNSS",ASI,12717M004,INTERNAL,Agenzia Spaziale Italiana,1
NOVM00RUS,RU,JPS LEGACY,JPSREGANT_SD_E1,NONE,GPS+GLO,55.0305,82.90948888888892,149.98,452261.2,3635877.47,5203453.26,ROBOT,"IGS20, IGS",CDDIS,12367M002,EXTERNAL H-MASER,Institute of Metrology for Time and Space,2
NRC100CAN,CA,JAVAD TRE_G3TH DELTA,AOAD/M_T,NONE,GPS+GLO+GAL,45.45416223102111,-75.62382628017178,82.4786621802355,1112777.33,-4341475.83,4522955.78,ROBOT,"IGS08, IGS14, IGS20, IGS, RTS, IGS Multi-GNSS",CDDIS,40114M001,EXTERNAL H-MASER,Natural Resources Canada,1
NRIL00RUS,RU,ASHTECH UZ-12,ASH701945B_M,SCIT,GPS,69.36183333333332,88.35977777777774,47.8937,64537.2912,2253782.8543,5946363.4808,FIELD,"IGS08, IGS08 Core, IGS14, IGS20, IGS14 Core, IGS",,12364M001,INTERNAL,RDAAC,
NRMD00NCL,NC,TRIMBLE NETR9,TRM57971.00,TZGD,GPS+GLO+GAL+BDS+QZSS,-22.22833055555555,166.48488333333333,160.4,-5743537.658,1380504.26,-2397897.027,ROBOT,"IGS14, IGS20, IGS14 Core, IGS, RTS, IGS Multi-GNSS",IGN,92701M005,,DEPARTMENT of LAND (DITTT/ST/BGN),2
NRMG00NCL,NC,SEPT POLARX5,TRM57971.00,TZGD,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-22.228324044722225,166.4848856772222,160.364,-5743537.971,1380504.0131,-2397896.3726,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,92701M005,INTERNAL,Centre National d'Etudes Spatiales,2
NTUS00SGP,SG,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS+SBAS,1.3457999999999999,103.6799,79.0,-1508022.0,6195580.0,148800.0,ROBOT,"IGS20, IGS, RTS, IGS Multi-GNSS",BKG,22601M001,INTERNAL,Delft University of Technology,1
